missing,core2,core4,core6,core8,core10
0,1.0,1.0,1.0,1.0,1.0
5,0.9470232088799193,0.9421949920085242,0.9448571428571428,0.9328173374613004,0.9363910277870774
10,0.894803229061554,0.8905167820990944,0.876,0.8739938080495356,0.8660863742885838
15,0.8423309788092835,0.8321790090570058,0.818,0.81671826625387,0.8105122196183462
20,0.7926337033299697,0.7749067661161427,0.7651428571428571,0.7563467492260062,0.742216270505524
25,0.736125126135217,0.7213638785295685,0.7028571428571428,0.6863777089783282,0.6588550385001674
30,0.6924823410696267,0.6539690996270645,0.6254285714285714,0.628482972136223,0.6099765651155005
35,0.6395055499495459,0.5998934469898775,0.5905714285714285,0.5647058823529412,0.5282892534315367
40,0.5744197780020182,0.5444858817261587,0.5148571428571429,0.48142414860681115,0.4489454301975226
45,0.5272452068617558,0.5023974427277571,0.4551428571428571,0.421671826625387,0.3327753598928691
50,0.468970736629667,0.4299413958444326,0.3871428571428571,0.37430340557275543,0.34147974556411115
0,1.0,1.0,1.0,1.0,1.0
5,0.9465186680121089,0.9389984017048482,0.9494285714285714,0.9396284829721362,0.9430867090726481
10,0.8950554994954592,0.8923814597762387,0.8774285714285714,0.8758513931888545,0.8724472715098761
15,0.8365287588294652,0.8284496537027171,0.8277142857142857,0.8182662538699691,0.78439906260462
20,0.7883451059535822,0.7775705913692061,0.76,0.7464396284829722,0.7469032474054235
25,0.7441977800201817,0.7187000532765051,0.7062857142857143,0.6817337461300309,0.6484767325075327
30,0.687941473259334,0.6688865210442195,0.65,0.6328173374613003,0.5969199866086374
35,0.6329465186680121,0.594832179009057,0.5857142857142857,0.5538699690402477,0.4931369266822899
40,0.5751765893037336,0.5410229088971763,0.5245714285714286,0.49226006191950467,0.4057582859055909
45,0.5295156407669022,0.4965370271710176,0.4397142857142857,0.42043343653250775,0.4054235018413124
50,0.47805247225025227,0.4368673415023974,0.39514285714285713,0.34860681114551084,0.34951456310679613
0,1.0,1.0,1.0,1.0,1.0
5,0.950050454086781,0.9453915823122003,0.9422857142857143,0.939938080495356,0.9246735855373284
10,0.893037336024218,0.8873201917954182,0.8725714285714286,0.868421052631579,0.875460328088383
15,0.8456104944500504,0.8380394246137454,0.8014285714285714,0.8095975232198143,0.8098426514897891
20,0.7964177598385469,0.7812999467234949,0.7674285714285715,0.734984520123839,0.7258118513558754
25,0.7436932391523713,0.7277570591369206,0.6857142857142857,0.6749226006191951,0.6719116170070305
30,0.686175580221998,0.6579648375066596,0.6357142857142857,0.6157894736842106,0.5875460328088383
35,0.6364783047426842,0.6121470431539691,0.5882857142857143,0.5572755417956656,0.5302979578172079
40,0.591321897073663,0.5570058604155568,0.5225714285714286,0.4845201238390093,0.41278875125544023
45,0.5340565085771948,0.498401704848162,0.4762857142857143,0.4371517027863777,0.38901908269166385
50,0.47552976791120083,0.43953116675546083,0.3954285714285714,0.3455108359133127,0.32440575828590557
0,1.0,1.0,1.0,1.0,1.0
5,0.948284561049445,0.9302077783697389,0.9362857142857143,0.9281733746130031,0.9367258118513558
10,0.8950554994954592,0.8825253063399041,0.8831428571428571,0.8826625386996904,0.8667559424171409
15,0.8342583249243188,0.8321790090570058,0.8131428571428572,0.8117647058823529,0.8001339136257114
20,0.7873360242179617,0.7535961640916355,0.7631428571428571,0.7520123839009288,0.7268162035487111
25,0.7368819374369324,0.7187000532765051,0.6925714285714286,0.6978328173374613,0.6551724137931034
30,0.6894550958627649,0.6667554608417687,0.6514285714285715,0.6170278637770897,0.5677937730164044
35,0.6357214934409687,0.6153436334576452,0.568,0.5606811145510836,0.5386675594241714
40,0.5799697275479314,0.5410229088971763,0.5297142857142857,0.4792569659442725,0.4298627385336458
45,0.5239656912209889,0.4970697922216303,0.4417142857142857,0.43839009287925695,0.3973886842986274
50,0.46644803229061554,0.4579115610015983,0.4002857142857143,0.36408668730650157,0.3314362236357549
0,1.0,1.0,1.0,1.0,1.0
5,0.9465186680121089,0.94832179009057,0.9462857142857143,0.9393188854489164,0.9404084365584198
10,0.8973259334006054,0.892647842301545,0.8791428571428571,0.874922600619195,0.875460328088383
15,0.8387991927346115,0.8345764517847629,0.826,0.8188854489164087,0.8118513558754603
20,0.7891019172552977,0.771177410761854,0.7714285714285715,0.746749226006192,0.7197857381988617
25,0.736125126135217,0.7298881193393714,0.6934285714285714,0.6879256965944273,0.6826247070639437
30,0.6836528758829465,0.6531699520511455,0.646,0.6204334365325077,0.5905590893873451
35,0.6354692230070635,0.6140117208311134,0.5865714285714285,0.5442724458204334,0.5313023100100436
40,0.5799697275479314,0.5586041555673947,0.5251428571428571,0.48823529411764705,0.4593237361901574
45,0.5244702320887992,0.4789557805007991,0.4617142857142857,0.4244582043343653,0.3866755942417141
50,0.468970736629667,0.4272775705913692,0.414,0.374922600619195,0.29929695346501506
0,1.0,1.0,1.0,1.0,1.0
5,0.9450050454086781,0.9461907298881194,0.9457142857142857,0.9436532507739938,0.9400736524941413
10,0.8968213925327951,0.8894512519978689,0.8822857142857143,0.8634674922600619,0.8664211583528624
15,0.8380423814328961,0.8367075119872136,0.818,0.801547987616099,0.8051556745898896
20,0.7923814328960646,0.7749067661161427,0.7494285714285714,0.7458204334365325,0.7418814864412454
25,0.7338546922300706,0.7282898241875333,0.7025714285714286,0.6882352941176471,0.6692333444928021
30,0.6902119071644803,0.6726158763985083,0.6285714285714286,0.6222910216718266,0.5898895212587881
35,0.6354692230070635,0.6102823654768247,0.6008571428571429,0.5473684210526316,0.5155674589889522
40,0.5837537840565086,0.5618007458710709,0.5128571428571429,0.49009287925696593,0.46501506528289255
45,0.5199293642785066,0.5053276505061268,0.4694285714285714,0.4232198142414861,0.3619015734851021
50,0.4704843592330979,0.4411294619072989,0.4125714285714286,0.38575851393188854,0.3371275527284901
0,1.0,1.0,1.0,1.0,1.0
5,0.9384460141271443,0.9453915823122003,0.9385714285714286,0.9421052631578948,0.9471041178439906
10,0.8849646821392533,0.880927011188066,0.8768571428571429,0.8721362229102168,0.8875125544024104
15,0.8471241170534813,0.8308470964304742,0.8291428571428572,0.8018575851393189,0.8034817542684968
20,0.7961654894046418,0.7693127330847096,0.7534285714285714,0.743343653250774,0.7371945095413458
25,0.7336024217961655,0.7120404901438465,0.6971428571428572,0.6928792569659443,0.655507197857382
30,0.6813824419778002,0.6595631326584976,0.65,0.6278637770897832,0.5949112822229662
35,0.6243693239152371,0.6129461907298881,0.5911428571428572,0.551702786377709,0.5246066287244727
40,0.5835015136226034,0.538359083644113,0.5085714285714286,0.5049535603715171,0.42852360227653163
45,0.520686175580222,0.4941395844432605,0.46514285714285714,0.40928792569659445,0.4147974556411115
50,0.4646821392532795,0.44219499200852425,0.4122857142857143,0.3752321981424149,0.32808838299296955
0,1.0,1.0,1.0,1.0,1.0
5,0.950050454086781,0.9429941395844432,0.9448571428571428,0.9368421052631579,0.9410780046869769
10,0.8920282542885973,0.8891848694725626,0.8842857142857142,0.8755417956656347,0.8657515902243054
15,0.843087790110999,0.8388385721896644,0.8194285714285714,0.8142414860681114,0.8078339471041178
20,0.7956609485368314,0.7789025039957379,0.7691428571428571,0.746749226006192,0.718111817877469
25,0.7283047426841575,0.7112413425679276,0.708,0.6718266253869969,0.6638767994643455
30,0.6886982845610494,0.6726158763985083,0.65,0.6179566563467492,0.5912286575159023
35,0.6268920282542886,0.6041555673947789,0.5854285714285714,0.5687306501547987,0.5299631737529293
40,0.5729061553985872,0.5434203516249334,0.5314285714285715,0.5157894736842106,0.47706729159691996
45,0.5216952573158425,0.5015982951518381,0.46514285714285714,0.4241486068111455,0.36792768664211584
50,0.4765388496468214,0.44352690463505595,0.42028571428571426,0.3814241486068111,0.3260796786072983
0,1.0,1.0,1.0,1.0,1.0
5,0.9490413723511605,0.9456579648375066,0.9397142857142857,0.9377708978328173,0.9450954134583194
10,0.8905146316851665,0.8953116675546084,0.8808571428571429,0.8631578947368421,0.8670907264814195
15,0.8425832492431887,0.8281832711774108,0.83,0.8077399380804954,0.8118513558754603
20,0.7923814328960646,0.7781033564198189,0.7642857142857142,0.7507739938080495,0.7402075661198527
25,0.741422805247225,0.7141715503462973,0.6968571428571428,0.6730650154798762,0.6561767659859391
30,0.6884460141271443,0.6752797016515717,0.648,0.6055727554179566,0.5798459993304319
35,0.6289101917255298,0.6172083111347896,0.5662857142857143,0.576780185758514,0.5159022430532306
40,0.579465186680121,0.5628662759722962,0.5242857142857142,0.49473684210526314,0.4539671911617007
45,0.5317860746720484,0.5069259456579648,0.4551428571428571,0.42105263157894735,0.4091061265483763
50,0.47780020181634714,0.4432605221097496,0.4094285714285714,0.3557275541795666,0.3260796786072983
0,1.0,1.0,1.0,1.0,1.0
5,0.9477800201816348,0.947522642514651,0.9422857142857143,0.9318885448916409,0.9367258118513558
10,0.8965691220988901,0.8857218966435801,0.8854285714285715,0.874922600619195,0.8647472380314697
15,0.8324924318869829,0.8297815663292488,0.8188571428571428,0.8061919504643963,0.7931034482758621
20,0.7855701311806257,0.7759722962173682,0.766,0.7482972136222911,0.721794442584533
25,0.7439455095862765,0.731220031965903,0.7105714285714285,0.6789473684210526,0.659859390693003
30,0.6917255297679112,0.6568993074054342,0.6517142857142857,0.6340557275541796,0.5875460328088383
35,0.6324419778002018,0.6180074587107086,0.5885714285714285,0.556656346749226,0.5102109139604954
40,0.5721493440968718,0.553276505061268,0.51,0.48823529411764705,0.43488449949782393
45,0.5264883955600403,0.4912093766648908,0.4625714285714286,0.44798761609907123,0.36223635754938066
50,0.4629162462159435,0.44645711241342567,0.4065714285714286,0.3631578947368421,0.29494476062939406
