missing,corr,pvalue
35,0.76302706762047934,0.0
5,0.96052291775796594,0.0
40,0.73574698054559151,0.0
10,0.91945437782173078,0.0
45,0.70543637043686858,0.0
15,0.8898538748386291,0.0
20,0.84627429835287904,0.0
25,0.81471235323647373,0.0
30,0.79276110567494795,0.0
35,0.76200226932867043,0.0
5,0.95847997207852109,0.0
40,0.73060292167690033,0.0
10,0.92111844176201618,0.0
45,0.69931072209236633,0.0
15,0.8871842165835031,0.0
20,0.85653935378048496,0.0
25,0.81902683957161293,0.0
30,0.78794731958594699,0.0
35,0.76881846362382444,0.0
5,0.96839497205250802,0.0
40,0.74013500339135818,0.0
10,0.92868135149656661,0.0
45,0.71138696564835524,0.0
15,0.89204174728620766,0.0
20,0.85983505856540354,0.0
25,0.82483985579818686,0.0
30,0.78988424074875063,0.0
35,0.77322759792458429,0.0
5,0.96411463437090561,0.0
40,0.75858072782391828,0.0
10,0.92734315427576053,0.0
45,0.72424918900441204,0.0
15,0.89029454562503951,0.0
20,0.86023671805443191,0.0
25,0.82886338190417885,0.0
30,0.8000482931568258,0.0
35,0.77969080966971649,0.0
5,0.96520112457836049,0.0
40,0.74493154568960462,0.0
10,0.92847487268816709,0.0
45,0.71405720047027255,0.0
15,0.89014802189919595,0.0
20,0.85999973184768985,0.0
25,0.83341454299422513,0.0
30,0.80687676956110577,0.0
